Title,Author,Description,Publishment_year,Num_of_pages,Bio-description 
"
Carl Schmitt. Wyzwanie polityczności
",['Chantal Mouffe'],"Zbiór tekstów czołowych lewicowych filozofów, politologów i badaczy myśli społecznej, którzy analizują spuściznę Carla Schmitta – „teologa prawoznawstwa” oraz „koronnego jurysty Trzeciej Rzeszy”. Pokazują, że splamiony współpracą z nazizmem autor Teologii politycznej stanowi nieustanne intelektualne wyzwanie dla współczesnej demokracji. Unaocznia jej ograniczenia i fundamentalne sprzeczności legitymizującej ją ideologii liberalnej. Autorzy – m.in. Slavoj Žižek, Jean-François Kervégan, Catherine Colliot-Thélčne, Paul Hirst – rekonstruują podstawowe pojęcia Schmitta i ich ewolucję. Przyglądają się teologicznemu i filozoficznemu zapleczu jurysty i zestawiają jego idee z myślą Karola Marksa i Maksa Webera. Celem nie jest jednak akademicka ekwilibrystyka, ale wydobycie aktualności Schmitta i ponowne zdefiniowanie politycznych stawek jego myśli. ",2011,304,"[['Chantal Mouffe (1943)', 'belgijska filozofka, wykłada w Centrum Badań nad Demokracją Uniwersytetu Westminster . Jedna z najważniejszych przedstawicielek postmarksizmu. Autorka Hegemonii i socjalistycznej strategii (2007), Paradoksu demokracji (2005). W Wydawnictwie Krytyki Politycznej ukazały się jej książki Polityczność (2008) oraz Carl Schmitt. Wyzwanie polityczności (2011).']]"
"
Czarna księga polskich artystów
",['Opracowanie Zbiorowe'],"CZARNA KSIĘGA POLSKICH ARTYSTÓW, przygotowana przez środowisko skupione wokół Obywatelskiego Forum Sztuki Współczesnej, ukazuje sformułowaną z perspektywy samych artystów wizję tego, jak powinna być wspierana sztuka współczesna. Pokazuje również jak przebiega walka polskich artystów o poprawę ich statusu i jak ten proces wpisuje się w wieloletnie działania artystów ze wszystkich krajów Unii Europejskiej, Kanady czy USA. CZARNA KSIĘGA pokazuje różnice między popularnym postrzeganiem artysty i aktu twórczego a rzeczywistością, w której tworzą artyści. Opisuje też związki między polityką kulturalną a problemami zwykłych robotników sztuki – artystów i innych twórców kultury. Rozlicza się z szeregiem mitów towarzyszących pracy twórczej. To swoisty podręcznik, który definiuje, czym jest status artysty, daje artystom do ręki konkretne argumenty do walki o swoje prawa, a politykom i decydentom wiedzę na temat współczesnej kultury. Joanna Mytkowska, dyrektorka Muzeum Sztuki Nowoczesnej w Warszawie  Książka pod redakcją Katarzyny Górnej, Karola Sienkiewicza, Mikołaja Iwańskiego, Kuby Szredera, Stanisława Rukszy, Joanny Figiel. ",2015,0,[['']]
"
Czy są w Polsce klasy społeczne?
",['Henryk Domański'],"Czy istnieją w Polsce podziały klasowe? A jeśli istnieją, to w jakiej postaci? Czy są ważnym aspektem rzeczywistości? Jak wpływają na politykę, gospodarkę i stosunki społeczne? W Polsce od 1988 roku nie zwiększyła się otwartość struktury klasowej pod względem dziedziczenia pozycji rodziców, barier w wyborze małżonka i barier towarzyskich między inteligencją, pracownikami umysłowymi niższego szczebla, właścicielami i kategoriami rolników. Zachowały się też nierówności klasowe w zakresie dochodów, a na początku lat 90. dokonał się wzrost rozwarstwienia. Nakładały się na to nierówności pod względem zagrożenia bezrobociem, które stało się odtąd nowym wymiarem podziałów klasowych. Książka opiera się na analizie danych z ogólnokrajowych badań prowadzonych w latach 1988–2012. Autor pokazuje, że klasy społeczne są realnymi bytami, choć funkcjonują na ogół w „słabej postaci”: jako zbiorowości jednostek podobnych do siebie pod względem posiadania, stylu życia i innych cech położenia społecznego, choć niekoniecznie tego świadomych. W sprzyjających okolicznościach przekształcają się w klasy „dla siebie”, stając się podmiotami sceny publicznej, świadomymi swej odrębności i mobilizującymi się do realizacji interesów grupowych.",2015,256,"[['Henryk Domański (1952)', 'socjolog, profesor w Instytucie Filozofii i Socjologii PAN w Warszawie, w latach 2000–2012 dyrektor IFiS PAN. Zajmuje się badaniem uwarstwienia społecznego, ruchliwości społecznej, metodologią badań społecznych i międzynarodowymi badaniami porównawczymi. Autor lub współautor wielu książek, m.in. Zadowolony niewolnik. Studium o nierównościach społecznych między mężczyznami i kobietami w Polsce (1992), Społeczeństwa klasy średniej (1994), Prestiż (1999), Hierarchie i bariery społeczne w latach 90-tych (2000), O ruchliwości społecznej (2004), Struktura społeczna (2007), Społeczeństwa europejskie (2009), Sprawiedliwe nierówności zarobków w odczuciu społecznym (2013).']]"
"
Demokracja przepraszamy za usterki
",['Iwan Krastew'],"Poczucie kryzysu demokracji wydaje się dziś powszechne – kłopoty integracji Unii Europejskiej, oligarchizacja polityki w USA, efektywność gospodarcza reżimów autorytarnych i rosnąca niechęć do tradycyjnych partii, liderów politycznych i samych państw sprzyjają wizjom schyłku świata jaki znamy. Turbulencjom gospodarczym, wzrostowi nierówności i wypaleniu się tradycyjnej polityki towarzyszy wielka fala społecznego niezadowolenia. Na ulice i place miast całego świata wylegają celebryci i prekariusze, wykładowcy uczelni i bezrobotni, hipsterzy i związkowcy – rzadko razem, często bez ideologii, zazwyczaj w imię „prawdziwej” demokracji, zawsze przeciwko establishmentowi. Czy „oburzeni” wszystkich krajów połączą się i zmienią oblicze demokracji? A może globalne protesty społeczne – od Bułgarii, przez Turcję i Rosję aż po Tajlandię – to symptom globalnej niemocy, a wiek XXI będzie wiekiem rewolucji, ale bez rewolucyjnych konsekwencji? Iwan Krastew, jeden z najbardziej wpływowych intelektualistów publicznych ostatniej dekady świat rozchwianej, niepewnej swego losu i tak często bezradnej demokracji ogląda z lotu ptaka. Szuka logiki i celu tak powszechnych ostatnio protestów, stawia prowokacyjne tezy – i zostawia nas samych z dylematem: czy bardziej sensownie jest obalić rząd, czy się nad nim użalić.",2015,120,"[['Iwan Krastew (1965)', 'politolog, szef Centrum Strategii Liberalnych w Sofii, współzałożyciel think tanku European Council on Foreign Relations, związany z Instytutem Nauk o Człowieku w Wiedniu. Wydał m.in. Shifting Obsessions: Three Essays on the Politics of Anticorruption (2004), Demokracja nieufnych. Eseje polityczne (2013, Wydawnictwo Krytyki Politycznej) i Demokracja: przepraszamy za usterki (2015, Wydawnictwo Krytyki Politycznej). Jest członkiem Rady Instytutu Studiów Zaawansowanych.']]"
"
Dlaczego Marks miał rację
",['Terry Eagleton'],"  Czy o Marksie można mówić językiem zrozumiałym dla laika, nie tracąc nic z głębi i złożoności jego myśli? Dlaczego Marks miał rację? Terry Eagleton broni autora Kapitału jak na ortodoksyjnego marksistę przystało. Nie opuszcza go przy tym duch dobrej zabawy, zgryźliwy humor i wrażliwość na społeczny konkret – znaki rozpoznawcze brytyjskiej kultury robotniczej, której Eagleton jest jednym z ostatnich intelektualnych przedstawicieli. Eagleton odpowiada w książce na dziesięć typowych zarzutów krytyków marksizmu, dostarczając przy okazji jasnego wprowadzenia do myśli autora Kapitału. W książce nie mówię wiele na temat marksizmu jako moralnej i kulturowej krytyki. Takie zarzuty zwykle nie padają pod jego adresem, więc zajmowanie się tym tematem wykraczałoby poza ramy mojego tekstu. Niesłychanie bogata, płodna tradycja marksistowskiego pisarstwa w tej dziedzinie stanowi jednak moim zdaniem powód sam w sobie, by opowiedzieć się po stronie marksistowskiej myśli. Alienacja, kultura chciwości i agresji, bezmyślny hedonizm i postępujący nihilizm, „utowarowienie” życia społecznego, stałe ulatnianie się sensu i wartości ludzkiej egzystencji: ciężko znaleźć inteligentną analizę tych problemów, która nie zaciągnęłoby poważnego długu wobec marksizmu.  Fragment wstępu  ",2014,223,"[['Terry Eagleton (1943) - wybitny brytyjski filozof, krytyk literacki i teoretyk literatury, profesor w Lancaster University. W swojej refleksji łączy inspiracje marksistowskie i katolickie. W młodości aktywny w lewicowym ruchu świeckich katolików, współpracownik dominikańskiego pisma „Slant”. Nieprzejednany krytyk Jana Pawła II, którego nazwał „największą katastrofą dla chrześcijaństwa od czasów Darwina”. Publicysta „Guardiana”, znany z ostrych, kontrowersyjnych sądów - podczas mistrzostw świata 2010 napisał felieton domagający się zakazu piłki nożnej jako nowoczesnego „opium dla mas”. Do jego najbardziej znanych prac należą: Marxism and Literary Criticism (1976), Literary Theory: An Introduction (1983), The Ideology of the Aesthetic (1990), ostatnio wydał Why Marx Was Right (2011). Po polsku ukazały się m.in. Iluzje postmodernizmu i Święty terror.']]"
"
Dobry troll
",['Jaś Kapela'],"Ta książka może obrazić wszystkie twoje uczucia religijne. Przed lekturą skonsultuj się z księdzem lub katechetą! Nie chcielibyście go spotkać na swojej drodze. On was zapewne też nie. Bezczelny, chamski, nielubiany. Zawzięty troll, którego największą pasją jest wkurzanie ludzi. Kłamie, manipuluje, krzywdzi i sieje chaos. A wszystko to wyłącznie dla zabawy. Ale czy na pewno? Choć trolling okazuje się być pokupnym towarem na rynku, a główny bohater odnosi zawrotny sukces medialny i staje się przedsiębiorcą oraz celebrytą, to nie wszystko idzie po jego myśli. Na świecie jest mnóstwo ludzi, którzy nie rozumieją żartów, co z czasem może doprowadzić do tragedii. W swojej najnowszej powieści znany warszawski imprezowicz obnaża życie mieszczańskiej klasy średniej, udowadnia, że nasza planeta umiera oraz obnaża absurdy religii i prawdziwe oblicze Jana Pawła II, ale przede wszystkim bezczelnie wyszydza i piętnuje brak poczucia humoru naszego społeczeństwa. Czytając, trudno przestać się śmiać.",2015,320,"[['Pisarz, poeta, felietonista, aktywista. Autor trzech książek z wierszami („Reklama”, „Życie na gorąco”, „Modlitwy dla opornych”), powieści („Stosunek seksualny nie istnieje”, „Janusz Hrystus”, „Dobry troll”) i zbioru felietonów „Jak odebrałem dzieci Terlikowskiemu”. W 2018 roku ukazała się jego najnowsza książka, „Polskie mięso. Jak zostałem weganinem i przestałem się bać”. Należy do zespołu redakcji Wydawnictwa Krytyki Politycznej. Opiekun Serii Literackiej.']]"
"
Dzieci wojny narkotykowej
",['Opracowanie Zbiorowe'],"Gdy w 1971 roku Richard Nixon ogłaszał wojnę z narkotykami, robił to w imię „bezpieczeństwa naszych dzieci”. Po ponad czterdziestu latach autorzy „Dzieci wojny narkotykowej” celnie punktują przerażające, uderzające w najmłodszych konsekwencje takiej polityki. To książka pokazująca jak wojna o dobro dzieci, zamieniła się w wojną przeciwko dzieciom. Kiedy polityką rządzi strach, brakuje krytycznego myślenia i debaty nad koniecznymi zmianami. W Afganistanie dzieci rolników uprawiających opium są sprzedawane w ramach spłaty długów wobec przemytników. W Meksyku dziesiątki tysięcy dzieci zostało osieroconych w wyniku działań wojsk skierowanych przeciwko wielkim kartelom. W Kambodży w izbach zatrzymań dla narkomanów ponad jedna czwarta osadzonych nie skończyła osiemnastu lat, a wielu z nich jest poddawanych torturom. Książka pod redakcją Damona Barretta jest nie tylko świetną dokumentacją lat zaniedbań, ale i zbiorem konkretnych propozycji rozwiązań. Dojmująco udowadnia także, że w pewnym sensie wszyscy jesteśmy dziećmi wojny narkotykowej.",2013,332,[['']]
"
Ekonomia nierówności
",['Thomas Piketty'],"Książka autora bestsellerowego Kapitału w XXI wieku. Czy nierówności to konsekwencja koncentracji kapitału w rękach nielicznych, których do tego często omijają podatki? Czy nierówność dochodowa odzwierciedla popyt na różne typy pracy? Czy nierówności są przenoszone na poziomie rodziny? Czy nakłady na edukację mogą zmniejszyć nierówność szans? Czy dzisiejszy system finansowy i gospodarczy w ogóle pozwala na równą dystrybucję, czy też należy poddać go gruntownej reformie? Na te i szereg powiązanych pytań odpowiada, posługując się brawurową argumentacją, najwybitniejszy francuski ekonomista - Thomas Piketty.",2015,160,"[['Thomas Piketty (1971)', 'francuski ekonomista, absolwent m.in. London School of Economics, dyrektor ds. badań w École des hautes études en sciences sociales (EHESS), współzałożyciel i profesor Paris School of Economics. W 2012 roku zaliczony przez „Foreign Policy” do grona stu najbardziej wpływowych intelektualistów na świecie. Nakładem Wydawnictwa Krytyki Politycznej w ukazały się w Polsce jego najważniejsze książki: Kapitał w XXI wieku, Ekonomia nierówności i Czy można uratować Europę?']]"
"
Ekonomia Instrukcja obsługi
",['Ha-Joon Chang'],"Jak to jest, że łatwiej pokłócimy się z meteorologiem niż ekonomistą? Czemu temu drugiemu ufamy właściwie bezgranicznie, skoro to właśnie jego praca przypomina wróżenie z fusów? Ha-Joon Chang, niepokorny brytyjski ekonomista, tłumaczy w jaki sposób jego koledzy i koleżanki (choć głównie koledzy, kobiety są zdecydowanie rozsądniejsze) po fachu przekonali nas, że posiedli tajemną wiedzę o funkcjonowaniu nie tylko gospodarki, ale też właściwie wszystkiego innego. III miejsce w kategorii: Najlepsza zagraniczna książka ekonomiczna przetłumaczona na język polski Nagrody ECONOMICUS.",2015,320,"[['Ha-JoonChang(1963)', 'ekonomista, docent na Wydziale Ekonomii Uniwersytetu Cambridge. Autor popularnych książek ekonomicznych:Kicking Away the Ladder: Development Strategy in Historical Perspective(2002) i23 rzeczy, których nie mówią ci o kapitalizmie (2013). Nakładem Wydawnictwa KP ukażą się również jego Źli Samarytanie. Mit wolnego handlu i tajna historia kapitalizmu. Znalazł się na osiemnastym miejscu renomowanej listy Światowych Intelektualistów (World Thinkers) Magazynu Prospect.']]"
"
Encyklopedia polskiej psychodelii
",['Kamil Sipowicz']," Co zażywał Mickiewicz, a co inni wieszcze? Czy pogańscy Słowianie ćpali więcej niż chrześcijańscy? Jak wiele polska i światowa kultura zawdzięcza substancjom psychodelicznym? Czy psychodeliki są niebezpieczne dla kapitału?  A ty skąd miałeś te grzybki? I czemu się ze mną nie podzieliłeś?  Encyklopedia polskiej psychodelii to pierwsze tak wyczerpujące opracowanie na temat zażywania psychodelików na rodzimym gruncie. Kamil Sipowicz odkrywa nieznane fakty, przywołuje zapomniane epizody z życia artystów i pisarzy, zagłębią się w słowiańską tradycję. Wszystko to ilustruje barwnymi cytatami i reprodukcjami. ",2013,448,"[['Kamil Sipowicz (1953) - historyk filozofii, dziennikarz i artysta. Publikował m.in. w „Jazzie”, „Studia Philosophiae Christianae”, „Przekroju”, „Playboy’u” i „Gazecie Wyborczej”. Debiutował jako poeta w 1983 w podziemnym wydawnictwie Przedświt oraz w „Twórczości”. Od tego czasu wydał kilka tomików poezji, m.in. Świder metafizyczny i Pieśni solarne. Opublikował też książki Heidegger: degeneracja i nieautentyczność, Hipisi w PRL-u oraz album Czy marihuana jest z konopi?.']]"
"
Festung Warschau. Raport z oblężonego miasta
",['Elżbieta Janicka']," Skąd się wzięły w Warszawie podwórkowe kapliczki? Gdzie znajduje się Skwer Szmalcowników? O czym kłamie kobieta z pomnika na placu Krasińskich, schodząc z dzieckiem do kanału? Czego jeszcze nie wiemy o Akcji pod Arsenałem? Historii, jaką opowiada w swoim eseju Elżbieta Janicka, nie uczą nas w szkole. Nie utrwalają w pomnikach i tablicach pamiątkowych. A jednak jest uporczywie obecna, nie tylko w pamięci ludzi i na kartach zakurzonych książek. Jest obecna w przestrzeni miasta, które obsesyjnie próbuje się od niej uwolnić.",2012,400,"[['Elżbieta Janicka \u2009–\u2009literaturoznawczyni, fotografka. Absolwentka Université Paris VII Denis Diderot i Uniwersytetu Warszawskiego. Autorka monografii Andrzeja Trzebińskiego Sztuka czy naród? (Kraków 2006). Edytorka apokryfu Wacława Antczaka Antoś Rozpylacz. Polski Odyseusz. Najsławniejszy wojownik w walce z Niemcami hitlerowskimi. Epopeja partyzantów z czasów powstania w Warszawie (Łódź 2008). Sygnatariuszka m.in. Listu stu kobiet do Parlamentu Europejskiego (2002). Swoje fotografie prezentowała w łódzkiej Galerii FF i tamtejszym Atlasie Sztuki. W Wydawnictwie Krytyki Politycznej ukazała się jej książka Festung Warschau.']]"
